,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments
4093,train_45,train_45_1.wav,ROSESH,yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai,This is Bollywood over Harvard..actors are more famous than doctors.,"['HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI']",CSW,I,14,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[2, 9, 10, 11]","[7, 1, 1, 3]"
4094,train_460,train_460_0.wav,ROSESH,"ghasar ghasar ghasar ghasar, ghise ja rhe hai mere per idhar udhar, ho sako mumtaz begam tum amar isliye banwaunga sabse khubsurat kabar. Papam papam papam papam","A huge amount of money is being written, it is written before my eyes, I will say Mumtaz Begum, you are in love because of my love, the most beautiful news. papam papam papam papam","['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI']",CSW,-1,27,-1,0,-1,-1
4095,train_460,train_460_1.wav,MONISHA,ye papam papam papam papam kya hai,What is this sin sin sin sin sin,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,7,-1,0,-1,-1
4096,train_460,train_460_2.wav,SAHIL,shah jahan apni gadi me beth ke horn baja rha hai,Shah Jahan is sitting in his car and blowing his horn,"['EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,I,11,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[1, 4, 6, 7, 8]","[3, 2, 1, 1, 3]"
4097,train_461,train_461_0.wav,INDRAVARDHAN,"arey wah, isne to group photo bheji hai, dekh rosesh.","Hey there, he has sent a group photo, see Rosesh.","['HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I,10,"['EN > HI', 'HI > EN']",2,"[3, 6]","[3, 4]"
4098,train_461,train_461_1.wav,MAYA,just ignore it please,just ignore it please,"['EN', 'EN', 'EN', 'EN']",EN,-1,4,-1,0,-1,-1
4099,train_462,train_462_1.wav,MAYA,"Aray ja karke kuch dawai lo na tum, please...","Hey, go and take some medicine, please...","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'OTHER']",CSW,I,9,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[5, 7, 8]","[2, 1, 1]"
4100,train_462,train_462_2.wav,MAYA,"And for God's sake, Sarupa aur Baldev ke saamne iss tarah chekna mat ha, they might not like it!","And for God's sake, there is such a smooth opinion in front of Sarupa and Baldev, they don't like it!","['EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,A,19,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[4, 6, 7, 12]","[2, 1, 5, 7]"
4101,train_465,train_465_0.wav,INDRAVARDHAN,"Sandhya se jyaada dete hai chipkaali expressions, Sandhya se jyaada deti hain chipkali expressions, fir bhi Sandhya banega best actress iss saal! Sushil ki muscles ko milega award kyuki uske papa hai jury par samjhe! Picture ko deenge 4-start critics, kyuki vo to hain producers ke chaamche! Fir bhi mein jaa kar dekhte hoon kyu!?","Sandhya has given more chipkaali expressions, Sandhya has given more chipkali expressions, still Sandhya will be the best actress this year! Sushil's muscles will get the award because his father is an expert on the jury! Picture ko deenge 4-start critics, because they are the producers' chaamche! Still why should I go and see!?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,55,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",24,"[6, 7, 8, 9, 13, 14, 18, 20, 22, 23, 24, 25, 27, 28, 32, 33, 35, 36, 38, 40, 42, 43, 44, 45]","[1, 1, 1, 4, 1, 4, 2, 2, 1, 1, 1, 2, 1, 4, 1, 2, 1, 2, 2, 2, 1, 1, 1, 10]"
4102,train_466,train_466_2.wav,INDRAVARDHAN,"Sahil, auratein bhais hi to hai.","Sahil, women are just buffaloes.","['HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,-1,6,-1,0,-1,-1
4103,train_467,train_467_0.wav,INDRAVARDHAN,kya baat hai subah subah Maya Itni Khush Kyon Hai? Jarur daal mein kuch Kaala hai,What's the matter? Why is Maya so happy in the morning? There must be something black in the lentils,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,16,-1,0,-1,-1
4104,train_468,train_468_0.wav,INDRAVARDHAN,hi amar,hi love,"['EN', 'HI']",CSW,-1,2,-1,0,-1,-1
4105,train_468,train_468_1.wav,AMAR TWANSHU,hey its amar twanshu if you dont mind. Say hi amar twanshu,hey its amar twanshu if you dont mind. Say hi amar twanshu,"['EN', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'HI', 'HI']",CSW,-1,12,-1,0,-1,-1
4106,train_469,train_469_0.wav,BAA,Bakuda!,Bakuda!,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1
4107,train_469,train_469_3.wav,BAA,Kaun hai ye!?,Who is he!?,"['HI', 'HI', 'EN', 'OTHER']",CSW,-1,3,-1,0,-1,-1
4108,train_469,train_469_5.wav,BAA,To frock kyu pehana hai?,So why are you wearing a frock?,"['EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,5,['HI > EN'],1,[2],[3]
4109,train_46,train_46_0.wav,SAHIL,"Achchha sweetheart, mujhe bohot bookh lag hai.","Okay sweetheart, I'm very hungry.","['HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,7,"['EN > HI', 'HI > EN']",2,"[1, 2]","[1, 5]"
4110,train_46,train_46_1.wav,MONISHA,"Tum baitho mai parosati hu, garam garam pakode banae hai.","You sit, I will serve, I have made hot pakodas.","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,10,-1,0,-1,-1
4111,train_46,train_46_2.wav,INDRAVARDHAN,Kya! pakode bane hai! Mai bhi khaaunga!,What! Pakodas are ready! I will eat it too!,"['HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,7,-1,0,-1,-1
4112,train_46,train_46_3.wav,MAYA,"What rubbish, ghar pe wo minestrone soup aur khaboos bana hua hai, vo kaun khaaega?","What rubbish, that minestrone soup and khaboos are made at home, who will eat that?","['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,15,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 5, 7]","[3, 2, 8]"
4113,train_46,train_46_5.wav,MAYA,iIdu! chaalo!,Idu! Come on!,"['HI', 'OTHER', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1
4114,train_46,train_46_6.wav,MONISHA,Bye mummy ji!,Bye mom!,"['EN', 'HI', 'HI', 'OTHER']",CSW,-1,3,-1,0,-1,-1
4115,train_46,train_46_7.wav,MAYA,Bye darling!,Bye darling!,"['EN', 'EN', 'OTHER']",EN,-1,2,-1,0,-1,-1
4116,train_46,train_46_8.wav,SAHIL,"Very good, tumne pakode de diye daddy ko!","Very good, you gave the pakodas to daddy!","['EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,8,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[2, 4, 5, 6, 7]","[2, 1, 1, 1, 1]"
4117,train_470,train_470_0.wav,MAYA,Indu pata hai abhi Sarita Ne kitna bada confession kia,"Indu, do you know what a big confession Sarita just made?","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI']",CSW,I,10,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[5, 6, 8, 9]","[1, 2, 1, 1]"
4118,train_470,train_470_2.wav,MAYA,Jab vo choti Thi Aur Nimbu churaya karti thi,When she was little and used to steal lemons,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,9,-1,0,-1,-1
4119,train_470,train_470_3.wav,MONISHA,Nimbu Churane mein Bada confession kya hai,What is the big confession in stealing a lemon?,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I,7,"['EN > HI', 'HI > EN']",2,"[4, 5]","[1, 2]"
4120,train_470,train_470_4.wav,INDRAVARDHAN,wo Bade Nimbu churati Hogi haha,That would be the big lemon churati:,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,6,-1,0,-1,-1
4121,train_471,train_471_0.wav,INDRAVARDHAN,"Achchha ab mera plan sun... Maya mujhe, mere bedroom mein kisi ladki ke saath payegi.","Okay, now listen to my plan... Maya will find me with some girl in my bedroom.","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,15,"['EN > HI', 'HI > EN']",2,"[8, 9]","[1, 6]"
4122,train_471,train_471_1.wav,SAHIL,What!? Laun!? Kise!?,What!? Lawn!? Whom!?,"['EN', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,O,3,['HI > EN'],1,[1],[2]
4123,train_471,train_471_10.wav,PRABHAVATI,"Haan, mai Manthara ka role karti hu... Kabhi kabhi to mai Kumbhkaran ka bhi role kar leti hu... Ek baar to Sugreev ka role bhi kiya tha!","Yes, I play the role of Manthara… sometimes I even play the role of Kumbhakaran… once I even played the role of Sugriva!","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,27,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[6, 7, 9, 10, 17, 18, 20, 22]","[1, 2, 1, 7, 1, 2, 2, 5]"
4124,train_471,train_471_11.wav,INDRAVARDHAN,"Waah, Monisha, waah!","Wow, Monisha, wow!","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
4125,train_471,train_471_2.wav,INDRAVARDHAN,"Sun na! Monisha kisi naatak company ke actress ko doondhne gayi hai. Aage suno mai or ye actress, dono bedroom mein baith kar romantic baate kar rahe honge, aur Maya...","Sun no! Manisha is looking for an actress from some drama company. Come listen to me or this actress, both of them will be having a romantic bath in the bedroom, and Maya...","['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I,30,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",11,"[2, 5, 6, 7, 8, 15, 18, 19, 20, 23, 24]","[3, 1, 1, 1, 7, 3, 1, 1, 3, 1, 6]"
4126,train_471,train_471_4.wav,INDRAVARDHAN,Aa gayi! Aa gayi!,She is here! She is here!,"['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1
4127,train_471,train_471_5.wav,MONISHA,"Daddy ji, ye hai Prabhavati behen.","Daddy ji, this is Prabhavati sister.","['EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,6,-1,0,-1,-1
4128,train_471,train_471_6.wav,PRABHAVATI,Namaste!,hello!,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1
4129,train_471,train_471_7.wav,MONISHA,Aray yahi hai vo actress!,"Hey, this is that actress!","['HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,5,['EN > HI'],1,[4],[1]
4130,train_471,train_471_9.wav,MONISHA,"Daddy ji, humaare mandir trust ki Ram Leela mein kaam karti hai ye!","Daddy ji, she works in the Ram Leela of our temple trust!","['EN', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[1, 4, 5, 6, 7, 12]","[3, 1, 1, 1, 5, 1]"
4131,train_472,train_472_1.wav,ROSESH,Isme writer ka dard chhupa hein okay?,Is the writer's pain hidden in this?,"['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,7,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[1, 2, 6]","[1, 4, 1]"
4132,train_472,train_472_2.wav,INDRAVARDHAN,"Konsa dard ?saar dard, kamar ka dard. aree ye writer tera kahena kya chahata hain? kahena kya chahata hain?","Which pain? Back pain, back pain. Aari, what do these writers want to say to you? What do you want to say?","['HI', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,19,"['EN > HI', 'HI > EN']",2,"[6, 9]","[3, 10]"
4133,train_473,train_473_0.wav,INDRAVARDHAN,"Come on Maya, ye chhole-samose aur rabadi-jalebi bechna koi itna bada gunah nahi hai!","Khon Maya, selling these chole-samosas and rabri-jalebi is not such a big crime!","['EN', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,A,14,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 3, 4]","[1, 1, 10]"
4134,train_473,train_473_1.wav,SAHIL,Infact mom Monisha to ring daal kar sabun jeetne vaala stall lagane vaali thi!,Infact mom Monisha to ring daal kar saubun jeetne vaala stall lagane vaali thi!,"['EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,14,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[5, 10, 11]","[5, 1, 3]"
4135,train_474,train_474_0.wav,ROSESH,"Sahil bhai, kal se Dad mujhe sahi naam se buulaye.","Sahil bhai, from tomorrow onwards dad should call me by my correct name.","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,10,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[4, 5, 8, 9]","[1, 3, 1, 1]"
4136,train_474,train_474_1.wav,INDRAVARDHAN,Arey teri ma part 1 hain aur tu part 2. Sirf sir pe baal ki kamien hain!,"Hey, your mother is part 1 and you are part 2. There are only a few hairs on the head!","['HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,17,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[2, 5, 8, 10]","[3, 3, 2, 7]"
4137,train_475,train_475_0.wav,MONISHA,maine Ek Baar sahil ko teen din purani sabji khiladi,Once I fed Sahil three days old vegetable player.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,10,-1,0,-1,-1
4138,train_475,train_475_1.wav,MONISHA,ho gaya,Done,"['EN', 'HI']",CSW,-1,2,-1,0,-1,-1
4139,train_475,train_475_2.wav,MAYA,Monisha confession beta koi aisa sach jo humei pata na ho,Monisha Confession Beta Some truth that we don't know,"['EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN']",CSW,I,11,"['HI > EN', 'EN > HI']",2,"[2, 9]","[7, 2]"
4140,train_476,train_476_2.wav,MAYA,"Sofa pe kaapde pare rehene deeti ho. Intalian resturant mein jaake bhi puuchti ho ki Malai Kofta milega. You know, aisi kuuch chooti chooti baaten!","There is no need to leave clothes on the sofa. Even when you go to an Indian restaurant, you ask whether you will get Malai Kofta. You know, little things like that!","['EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,25,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[1, 6, 8, 13, 14, 16, 17, 18, 20]","[5, 2, 5, 1, 2, 1, 1, 2, 5]"
4141,train_477,train_477_0.wav,MAYA,"Mujhe to lagata hai, hume Rosesh ko khud jaa kar ke poochna lena chaahiye ki tumhe neend kaise aa gayi.",I think we should go and ask Rosesh himself how he fell asleep.,"['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,20,-1,0,-1,-1
4142,train_477,train_477_1.wav,INDRAVARDHAN,Aray nahi!,Oh no!,"['HI', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1
4143,train_477,train_477_2.wav,SAHIL,"Mom, mom! Mushkil se so raha hai vo. kahi jaag gaya na, to...","Mother, mother! He is barely sleeping. I woke up somewhere, so...","['EN', 'OTHER', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'OTHER']",CSW,-1,13,-1,0,-1,-1
4144,train_477,train_477_3.wav,INDRAVARDHAN,Shehnai! Oh my God!,Shehnai! Oh my God!,"['HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1,4,-1,0,-1,-1
4145,train_478,train_478_1.wav,MONISHA,"Haan mummy ji, aapne mujhe jo puraane petticoat diye the na, bartan vaali ko dene ke liye, us me se 3-4 to almost brand new the, to maine ye...","Yes mummy, out of the old petticoats you gave me to give to the utensil seller, 3-4 of them were almost brand new, so I wore these...","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'OTHER']",CSW,I,29,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",7,"[7, 8, 9, 11, 17, 27, 28]","[1, 1, 2, 6, 10, 1, 1]"
4146,train_478,train_478_2.wav,SAHIL,"Tumane ye, petticoat kaat kar roomaal silavaaye!?","You guys, you cut the petticoat and got it stitched!","['HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,7,"['EN > HI', 'HI > EN']",2,"[1, 3]","[2, 4]"
4147,train_478,train_478_3.wav,INDRAVARDHAN,To?,To?,"['EN', 'OTHER']",EN,-1,1,-1,0,-1,-1
4148,train_478,train_478_4.wav,MAYA,Ise kapade dena dangerous hai Sahil.,"It is dangerous to give him clothes, Sahil.","['HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,6,"['EN > HI', 'HI > EN']",2,"[3, 4]","[1, 2]"
4149,train_479,train_479_0.wav,SAHIL,"Dad aap mujhe bataaenge, mom ne aap ko physically dhakka? I mean kaise?","Dad, will you tell me, did mom physically push you? sir how can i?","['EN', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",7,"[1, 4, 6, 8, 9, 10, 12]","[3, 2, 2, 1, 1, 2, 1]"
4150,train_479,train_479_1.wav,MONISHA,"Mai batati hu, mai batati hu, ek minute...","I'll tell you, I'll tell you, just a minute...","['HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'OTHER']",CSW,I,8,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[2, 4, 5, 6, 7]","[2, 1, 1, 1, 1]"
4151,train_479,train_479_10.wav,ROSESH,"Momma dad ka baki saaman pack kar rahi thi, jab dad corridor mein akele akele chilla rahe the!",Mom was packing the rest of dad's stuff while dad was screaming all alone in the corridor!,"['EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,18,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[2, 5, 6, 10, 12, 17]","[3, 1, 4, 2, 5, 1]"
4152,train_479,train_479_11.wav,SAHIL,Brilliant! Bahadur Singh Sarabhai! Brilliant!,Brilliant! Bahadur Singh Sarabhai! Brilliant!,"['EN', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'OTHER']",CSW,-1,5,-1,0,-1,-1
4153,train_479,train_479_2.wav,MONISHA,"Dekho, aise... aise...","Look, like this... like this...","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
4154,train_479,train_479_3.wav,INDRAVARDHAN,Nahi! Itna nahi!,No! Not so much!,"['HI', 'OTHER', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
4155,train_479,train_479_4.wav,SAHIL,Aur aapne bardaasht kiya?,And you tolerated it?,"['HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1
4156,train_479,train_479_5.wav,INDRAVARDHAN,"Of course not Sahil! maine vahi ke vahi usko dhamka diya! maine kaha, ""Maya, iska anjaam achchha nahi hoga! Agar mera haat uth gaya na, to tumhaara jabda hil jaaega aur tum kisi ko muh dikhaane ke laayak nahi rahogi! Literally!""","Of course not Sahil! I threatened him there! I said, ""Maya, this outcome will not be pleasant! If I do not tell you my hatred, then it will be yours and you will not be able to show it to anyone! Literally!""","['EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'OTHER', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'OTHER', 'OTHER']",CSW,"A, O",41,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[3, 23, 25, 39]","[20, 2, 14, 2]"
4157,train_479,train_479_6.wav,SAHIL,Aur mom ne kya kaha?,And what did mother say?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1
4158,train_479,train_479_7.wav,INDRAVARDHAN,Maya kya kahegi...,What will Maya say...,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
4159,train_479,train_479_8.wav,MONISHA,Vo to vaha thi hi nahi!,She was not even there!,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,6,-1,0,-1,-1
4160,train_47,train_47_0.wav,MAYA,Beta best friends vo hote hai jinke bare mein hum sab kuch jaante hai...,Beta best friends are those about whom we know everything...,"['EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,14,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[3, 7, 8, 9, 10]","[4, 1, 1, 1, 4]"
4161,train_47,train_47_1.wav,MONISHA,To mere baare mein aap sab kuch jaanti to hai!,So you know everything about me!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,10,-1,0,-1,-1
4162,train_47,train_47_2.wav,MAYA,Can I finish please?,Can I finish please?,"['EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1
4163,train_480,train_480_0.wav,SAHIL,Look here look here look here Monisha. Tuhaare Jaspal mama jahan ka hi honge na wo khush honge!,"Look here look here look here Monisha. Wherever your Jaspal Maa is from, he will be happy!","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,A,18,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[6, 12, 13, 14, 15]","[6, 1, 1, 1, 3]"
4164,train_480,train_480_1.wav,ROSESH,Wo guzar gaye hain Sahil bhai,Sahil Bhai he has passed away,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,6,-1,0,-1,-1
